St_LGD_code,St_Cs2011_code,State Name(In English),Dt_LGD_code,District Name(In English),Bk_LGD_code,Block Name (In English) 
35,35,ANDAMAN AND NICOBAR ISLANDS,603,NICOBARS,6498,CAMPBELL BAY
35,35,ANDAMAN AND NICOBAR ISLANDS,603,NICOBARS,6499,CAR NICOBAR
35,35,ANDAMAN AND NICOBAR ISLANDS,603,NICOBARS,6500,NANCOWRIE
35,35,ANDAMAN AND NICOBAR ISLANDS,632,NORTH AND MIDDLE ANDAMAN,6492,DIGLIPUR
35,35,ANDAMAN AND NICOBAR ISLANDS,632,NORTH AND MIDDLE ANDAMAN,6495,MAYABUNDER
35,35,ANDAMAN AND NICOBAR ISLANDS,632,NORTH AND MIDDLE ANDAMAN,6497,RANGAT
35,35,ANDAMAN AND NICOBAR ISLANDS,602,SOUTH ANDAMANS,6493,FERRARGUNJ
35,35,ANDAMAN AND NICOBAR ISLANDS,602,SOUTH ANDAMANS,6494,LITTLE ANDAMAN
35,35,ANDAMAN AND NICOBAR ISLANDS,602,SOUTH ANDAMANS,6496,PROTHRAPUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4686,AGALI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4687,AMADAGUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4688,AMARAPURAM
28,28,ANDHRA PRADESH,502,ANANTAPUR,4689,ANANTAPUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4690,ATMAKUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4691,BATHALAPALLE
28,28,ANDHRA PRADESH,502,ANANTAPUR,4692,BELUGUPPA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4693,BOMMANAHAL
28,28,ANDHRA PRADESH,502,ANANTAPUR,4694,BRAHMASAMUDRAM
28,28,ANDHRA PRADESH,502,ANANTAPUR,4695,BUKKAPATNAM
28,28,ANDHRA PRADESH,502,ANANTAPUR,4696,BUKKARAYASAMUDRAM
28,28,ANDHRA PRADESH,502,ANANTAPUR,4697,CHENNEKOTHAPALLE
28,28,ANDHRA PRADESH,502,ANANTAPUR,4698,CHILAMATHUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4700,DHARMAVARAM
28,28,ANDHRA PRADESH,502,ANANTAPUR,4699,D.HIREHAL
28,28,ANDHRA PRADESH,502,ANANTAPUR,4701,GANDLAPENTA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4702,GARLADINNE
28,28,ANDHRA PRADESH,502,ANANTAPUR,4703,GOOTY
28,28,ANDHRA PRADESH,502,ANANTAPUR,4704,GORANTLA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4705,GUDIBANDA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4706,GUMMAGATTA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4707,GUNTAKAL
28,28,ANDHRA PRADESH,502,ANANTAPUR,4708,HINDUPUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4709,KADIRI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4710,KALYANDRUG
28,28,ANDHRA PRADESH,502,ANANTAPUR,4711,KAMBADUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4712,KANAGANAPALLE
28,28,ANDHRA PRADESH,502,ANANTAPUR,4713,KANEKAL
28,28,ANDHRA PRADESH,502,ANANTAPUR,4714,KOTHACHERUVU
28,28,ANDHRA PRADESH,502,ANANTAPUR,4715,KUDAIR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4716,KUNDURPI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4717,LEPAKSHI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4718,MADAKASIRA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4719,MUDIGUBBA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4720,NALLACHERUVU
28,28,ANDHRA PRADESH,502,ANANTAPUR,4721,NALLAMADA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4722,NAMBULAPULIKUNTA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4723,NARPALA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4724,OBULADEVARECHERUVU
28,28,ANDHRA PRADESH,502,ANANTAPUR,4725,PAMIDI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4726,PARIGI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4727,PEDDAPAPPUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4728,PEDDAVADUGUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4729,PENUKONDA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4730,PUTLUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4731,PUTTAPARTHI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4732,RAMAGIRI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4733,RAPTADU
28,28,ANDHRA PRADESH,502,ANANTAPUR,4734,RAYADURG
28,28,ANDHRA PRADESH,502,ANANTAPUR,4735,RODDAM
28,28,ANDHRA PRADESH,502,ANANTAPUR,4736,ROLLA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4737,SETTUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4738,SINGANAMALA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4739,SOMANDEPALLE
28,28,ANDHRA PRADESH,502,ANANTAPUR,4740,TADIMARRI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4741,TADIPATRI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4742,TALUPULA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4743,TANAKAL
28,28,ANDHRA PRADESH,502,ANANTAPUR,4744,URAVAKONDA
28,28,ANDHRA PRADESH,502,ANANTAPUR,4745,VAJRAKARUR
28,28,ANDHRA PRADESH,502,ANANTAPUR,4746,VIDAPANAKAL
28,28,ANDHRA PRADESH,502,ANANTAPUR,4747,YADIKI
28,28,ANDHRA PRADESH,502,ANANTAPUR,4748,YELLANUR
28,28,ANDHRA PRADESH,503,CHITTOOR,4750,BAIREDDIPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4751,BANGARUPALEM
28,28,ANDHRA PRADESH,503,CHITTOOR,4749,B.KOTHAKOTA
28,28,ANDHRA PRADESH,503,CHITTOOR,4752,BUCHINADIDU KHANDRIGA
28,28,ANDHRA PRADESH,503,CHITTOOR,4753,CHANDRAGIRI
28,28,ANDHRA PRADESH,503,CHITTOOR,4754,CHINNAGOTTIGALLU
28,28,ANDHRA PRADESH,503,CHITTOOR,4755,CHITTOOR
28,28,ANDHRA PRADESH,503,CHITTOOR,4756,CHOWDEPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4757,GANGADHARA NELLORE
28,28,ANDHRA PRADESH,503,CHITTOOR,4758,GANGAVARAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4759,GUDIPALA
28,28,ANDHRA PRADESH,503,CHITTOOR,4760,GUDUPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4761,GURRAMKONDA
28,28,ANDHRA PRADESH,503,CHITTOOR,4762,IRALA
28,28,ANDHRA PRADESH,503,CHITTOOR,4764,KALAKADA
28,28,ANDHRA PRADESH,503,CHITTOOR,4765,KALIKIRI
28,28,ANDHRA PRADESH,503,CHITTOOR,4766,KAMBHAMVARIPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4767,KARVETINAGAR
28,28,ANDHRA PRADESH,503,CHITTOOR,4768,KUPPAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4769,KURABALAKOTA
28,28,ANDHRA PRADESH,503,CHITTOOR,4763,K.V.B.PURAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4770,MADANAPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4771,MULAKALACHERUVU
28,28,ANDHRA PRADESH,503,CHITTOOR,4772,NAGALAPURAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4773,NAGARI
28,28,ANDHRA PRADESH,503,CHITTOOR,4774,NARAYANAVANAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4775,NIMMANAPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4776,NINDRA
28,28,ANDHRA PRADESH,503,CHITTOOR,4777,PAKALA
28,28,ANDHRA PRADESH,503,CHITTOOR,4778,PALAMANER
28,28,ANDHRA PRADESH,503,CHITTOOR,4779,PALASAMUDRAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4780,PEDDAMANDYAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4781,PEDDAPANJANI
28,28,ANDHRA PRADESH,503,CHITTOOR,4782,PEDDATHIPPASAMUDRAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4783,PENUMURU
28,28,ANDHRA PRADESH,503,CHITTOOR,4784,PILER
28,28,ANDHRA PRADESH,503,CHITTOOR,4785,PITCHATUR
28,28,ANDHRA PRADESH,503,CHITTOOR,4786,PULICHERLA H/O REDDIVARIPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4787,PUNGANUR
28,28,ANDHRA PRADESH,503,CHITTOOR,4788,PUTHALAPATTU
28,28,ANDHRA PRADESH,503,CHITTOOR,4789,PUTTUR
28,28,ANDHRA PRADESH,503,CHITTOOR,4790,RAMACHANDRAPURAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4791,RAMAKUPPAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4792,RAMASAMUDRAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4793,RENIGUNTA
28,28,ANDHRA PRADESH,503,CHITTOOR,4794,ROMPICHERLA
28,28,ANDHRA PRADESH,503,CHITTOOR,4795,SANTHIPURAM HO ARIMUTHANAPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4796,SATYAVEDU
28,28,ANDHRA PRADESH,503,CHITTOOR,4797,SODAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4798,SOMALA
28,28,ANDHRA PRADESH,503,CHITTOOR,4799,SRIKALAHASTI
28,28,ANDHRA PRADESH,503,CHITTOOR,4800,SRIRANGARAJAPURAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4801,THAMBALLAPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4802,THAVANAMPALLE
28,28,ANDHRA PRADESH,503,CHITTOOR,4803,THOTTAMBEDU
28,28,ANDHRA PRADESH,503,CHITTOOR,4804,TIRUPATI (RURAL)
28,28,ANDHRA PRADESH,503,CHITTOOR,4806,VADAMALAPETA
28,28,ANDHRA PRADESH,503,CHITTOOR,4807,VALMIKIPURAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4808,VARADAIAHPALEM
28,28,ANDHRA PRADESH,503,CHITTOOR,4809,VEDURUKUPPAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4810,VENKATAGIRIKOTA
28,28,ANDHRA PRADESH,503,CHITTOOR,4811,VIJAYAPURAM
28,28,ANDHRA PRADESH,503,CHITTOOR,4812,YADAMARI
28,28,ANDHRA PRADESH,503,CHITTOOR,4813,YERPEDU
28,28,ANDHRA PRADESH,503,CHITTOOR,4814,YERRAVARIPALEM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4865,ADDATEEGALA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4866,AINAVILLI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4867,ALAMURU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4868,ALLAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4869,AMALAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4870,AMBAJIPETA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4871,ANAPARTHY
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4872,ATREYAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4873,BICCAVOLU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,5062,CHINTOOR
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4874,DEVIPATNAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4875,GANDEPALLE
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4876,GANGAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4877,GOKAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4878,GOLLAPROLU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4879,I. POLAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4880,JAGGAMPETA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4881,KADIAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4882,KAJULURU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4883,KAKINADA RURAL
28,28,ANDHRA PRADESH,505,EAST GODAVARI,6503,KAKINADA URBAN
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4884,KAPILESWARAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4885,KARAPA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4886,KATRENIKONA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4887,KIRLAMPUDI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4888,KORUKONDA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4889,KOTANANDURU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4891,KOTHAPETA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,5076,KUNAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4892,MALIKIPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4893,MAMIDIKUDURU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4894,MANDAPETA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4895,MAREDUMILLI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4896,MUMMIDIVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,6829,NELLIPAKA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4898,PAMARRU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4899,PEDAPUDI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4900,PEDDAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4897,P.GANNAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4901,PITHAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4902,PRATHIPADU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4903,RAJAHMUNDRY RURAL
28,28,ANDHRA PRADESH,505,EAST GODAVARI,6502,RAJAHMUNDRY URBAN
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4904,RAJANAGARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4905,RAJAVOMMANGI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4906,RAMACHANDRAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4907,RAMPACHODAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4908,RANGAMPETA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4909,RAVULAPALEM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4910,RAYAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4911,RAZOLE
28,28,ANDHRA PRADESH,505,EAST GODAVARI,6501,Routhulapudi
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4912,SAKHINETIPALLE
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4913,SAMALKOTA
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4914,SANKHAVARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4915,SEETHANAGARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4916,THALLAREVU
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4917,THONDANGI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4918,TUNI
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4890,U.KOTHAPALLE
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4919,UPPALAGUPTAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,5091,VARARAMACHANDRAPURAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4921,YELESWARAM
28,28,ANDHRA PRADESH,505,EAST GODAVARI,4920,Y. RAMAVARAM
28,28,ANDHRA PRADESH,506,GUNTUR,4923,AMARAVATHI
28,28,ANDHRA PRADESH,506,GUNTUR,4924,AMRUTHALUR
28,28,ANDHRA PRADESH,506,GUNTUR,4925,ATCHEMPET
28,28,ANDHRA PRADESH,506,GUNTUR,4926,BAPATLA
28,28,ANDHRA PRADESH,506,GUNTUR,4927,BELLAMKONDA
28,28,ANDHRA PRADESH,506,GUNTUR,4928,BHATTIPROLU
28,28,ANDHRA PRADESH,506,GUNTUR,4929,BOLLAPALLE
28,28,ANDHRA PRADESH,506,GUNTUR,4930,CHEBROLE
28,28,ANDHRA PRADESH,506,GUNTUR,4931,CHERUKUPALLE
28,28,ANDHRA PRADESH,506,GUNTUR,4932,CHILAKALURIPET
28,28,ANDHRA PRADESH,506,GUNTUR,4933,DACHEPALLE
28,28,ANDHRA PRADESH,506,GUNTUR,4934,DUGGIRALA
28,28,ANDHRA PRADESH,506,GUNTUR,4935,DURGI
28,28,ANDHRA PRADESH,506,GUNTUR,4936,EDLAPADU
28,28,ANDHRA PRADESH,506,GUNTUR,4937,GUNTUR
28,28,ANDHRA PRADESH,506,GUNTUR,4938,GURAZALA
28,28,ANDHRA PRADESH,506,GUNTUR,4939,IPUR
28,28,ANDHRA PRADESH,506,GUNTUR,4940,KAKUMANU
28,28,ANDHRA PRADESH,506,GUNTUR,4941,KAREMPUDI
28,28,ANDHRA PRADESH,506,GUNTUR,4942,KARLAPALEM
28,28,ANDHRA PRADESH,506,GUNTUR,4943,KOLLIPARA
28,28,ANDHRA PRADESH,506,GUNTUR,4944,KOLLUR
28,28,ANDHRA PRADESH,506,GUNTUR,4945,KROSURU
28,28,ANDHRA PRADESH,506,GUNTUR,4946,MACHAVARAM
28,28,ANDHRA PRADESH,506,GUNTUR,4947,MACHERLA
28,28,ANDHRA PRADESH,506,GUNTUR,4948,MANGALAGIRI
28,28,ANDHRA PRADESH,506,GUNTUR,4949,MEDIKONDURU
28,28,ANDHRA PRADESH,506,GUNTUR,4950,MUPPALLA
28,28,ANDHRA PRADESH,506,GUNTUR,4951,NADENDLA
28,28,ANDHRA PRADESH,506,GUNTUR,4952,NAGARAM
28,28,ANDHRA PRADESH,506,GUNTUR,4953,NARASARAOPETA
28,28,ANDHRA PRADESH,506,GUNTUR,4954,NEKARIKALLU
28,28,ANDHRA PRADESH,506,GUNTUR,4955,NIZAMPATNAM
28,28,ANDHRA PRADESH,506,GUNTUR,4956,NUZENDLA
28,28,ANDHRA PRADESH,506,GUNTUR,4957,PEDAKAKANI
28,28,ANDHRA PRADESH,506,GUNTUR,4958,PEDAKURAPADU
28,28,ANDHRA PRADESH,506,GUNTUR,4959,PEDANANDIPADU
28,28,ANDHRA PRADESH,506,GUNTUR,4960,PHIRANGIPURAM
28,28,ANDHRA PRADESH,506,GUNTUR,4961,PIDUGURALLA
28,28,ANDHRA PRADESH,506,GUNTUR,4962,PITTALAVANIPALEM
28,28,ANDHRA PRADESH,506,GUNTUR,4963,PONNUR
28,28,ANDHRA PRADESH,506,GUNTUR,4964,PRATHIPADU
28,28,ANDHRA PRADESH,506,GUNTUR,4965,RAJUPALEM
28,28,ANDHRA PRADESH,506,GUNTUR,4966,RENTACHINTALA
28,28,ANDHRA PRADESH,506,GUNTUR,4967,REPALLE
28,28,ANDHRA PRADESH,506,GUNTUR,4968,ROMPICHERLA
28,28,ANDHRA PRADESH,506,GUNTUR,4969,SATTENAPALLE
28,28,ANDHRA PRADESH,506,GUNTUR,4970,SAVALYAPURAM
28,28,ANDHRA PRADESH,506,GUNTUR,4971,TADEPALLE
28,28,ANDHRA PRADESH,506,GUNTUR,4972,TADIKONDA
28,28,ANDHRA PRADESH,506,GUNTUR,4973,TENALI
28,28,ANDHRA PRADESH,506,GUNTUR,4974,THULLUR
28,28,ANDHRA PRADESH,506,GUNTUR,4975,TSUNDUR
28,28,ANDHRA PRADESH,506,GUNTUR,4976,VATTICHERUKURU
28,28,ANDHRA PRADESH,506,GUNTUR,4977,VELDURTHY
28,28,ANDHRA PRADESH,506,GUNTUR,4978,VEMURU
28,28,ANDHRA PRADESH,506,GUNTUR,4979,VINUKONDA
28,28,ANDHRA PRADESH,510,KRISHNA,5100,AGIRIPALLI
28,28,ANDHRA PRADESH,510,KRISHNA,5099,A.KONDURU
28,28,ANDHRA PRADESH,510,KRISHNA,5101,AVANIGADDA
28,28,ANDHRA PRADESH,510,KRISHNA,5102,BANTUMILLI
28,28,ANDHRA PRADESH,510,KRISHNA,5103,BAPULAPADU
28,28,ANDHRA PRADESH,510,KRISHNA,5104,CHALLAPALLI
28,28,ANDHRA PRADESH,510,KRISHNA,5105,CHANDARLAPADU
28,28,ANDHRA PRADESH,510,KRISHNA,5106,CHATRAI
28,28,ANDHRA PRADESH,510,KRISHNA,5108,GAMPALAGUDEM
28,28,ANDHRA PRADESH,510,KRISHNA,5109,GANNAVARAM
28,28,ANDHRA PRADESH,510,KRISHNA,5110,GHANTASALA
28,28,ANDHRA PRADESH,510,KRISHNA,5107,G.KONDURU
28,28,ANDHRA PRADESH,510,KRISHNA,5111,GUDIVADA
28,28,ANDHRA PRADESH,510,KRISHNA,5112,GUDLAVALLERU
28,28,ANDHRA PRADESH,510,KRISHNA,5113,GUDURU
28,28,ANDHRA PRADESH,510,KRISHNA,5114,IBRAHIMPATNAM
28,28,ANDHRA PRADESH,510,KRISHNA,5115,JAGGAYYAPETA
28,28,ANDHRA PRADESH,510,KRISHNA,5116,KAIKALUR
28,28,ANDHRA PRADESH,510,KRISHNA,5117,KALIDINDI
28,28,ANDHRA PRADESH,510,KRISHNA,5118,KANCHIKACHERLA
28,28,ANDHRA PRADESH,510,KRISHNA,5119,KANKIPADU
28,28,ANDHRA PRADESH,510,KRISHNA,5120,KODURU
28,28,ANDHRA PRADESH,510,KRISHNA,5121,KRUTTIVENNU
28,28,ANDHRA PRADESH,510,KRISHNA,5122,MACHILIPATNAM
28,28,ANDHRA PRADESH,510,KRISHNA,5123,MANDAVALLI
28,28,ANDHRA PRADESH,510,KRISHNA,5124,MOPIDEVI
28,28,ANDHRA PRADESH,510,KRISHNA,5125,MOVVA
28,28,ANDHRA PRADESH,510,KRISHNA,5126,MUDINEPALLE
28,28,ANDHRA PRADESH,510,KRISHNA,5127,MUSUNURU
28,28,ANDHRA PRADESH,510,KRISHNA,5128,MYLAVARAM
28,28,ANDHRA PRADESH,510,KRISHNA,5129,NAGAYALANKA
28,28,ANDHRA PRADESH,510,KRISHNA,5130,NANDIGAMA
28,28,ANDHRA PRADESH,510,KRISHNA,5131,NANDIVADA
28,28,ANDHRA PRADESH,510,KRISHNA,5132,NUZVID
28,28,ANDHRA PRADESH,510,KRISHNA,5133,PAMARRU
28,28,ANDHRA PRADESH,510,KRISHNA,5134,PAMIDIMUKKALA
28,28,ANDHRA PRADESH,510,KRISHNA,5135,PEDANA
28,28,ANDHRA PRADESH,510,KRISHNA,5136,PEDAPARUPUDI
28,28,ANDHRA PRADESH,510,KRISHNA,5137,PENAMALURU
28,28,ANDHRA PRADESH,510,KRISHNA,5138,PENUGANCHIPROLU
28,28,ANDHRA PRADESH,510,KRISHNA,5139,REDDIGUDEM
28,28,ANDHRA PRADESH,510,KRISHNA,5140,THOTLAVALLURU
28,28,ANDHRA PRADESH,510,KRISHNA,5141,TIRUVURU
28,28,ANDHRA PRADESH,510,KRISHNA,5142,UNGUTURU
28,28,ANDHRA PRADESH,510,KRISHNA,5143,VATSAVAI
28,28,ANDHRA PRADESH,510,KRISHNA,5144,VEERULLAPADU
28,28,ANDHRA PRADESH,510,KRISHNA,5145,VIJAYAWADA RURAL
28,28,ANDHRA PRADESH,510,KRISHNA,5146,VIJAYAWADA URBAN
28,28,ANDHRA PRADESH,510,KRISHNA,5147,VISSANNAPET
28,28,ANDHRA PRADESH,510,KRISHNA,5148,VUYYURU
28,28,ANDHRA PRADESH,511,KURNOOL,5149,ADONI
28,28,ANDHRA PRADESH,511,KURNOOL,5150,ALLAGADDA
28,28,ANDHRA PRADESH,511,KURNOOL,5151,ALUR
28,28,ANDHRA PRADESH,511,KURNOOL,5152,ASPARI
28,28,ANDHRA PRADESH,511,KURNOOL,5153,ATMAKUR
28,28,ANDHRA PRADESH,511,KURNOOL,5154,BANAGANAPALLE
28,28,ANDHRA PRADESH,511,KURNOOL,5155,BANDI ATMAKUR
28,28,ANDHRA PRADESH,511,KURNOOL,5156,BETHAMCHERLA
28,28,ANDHRA PRADESH,511,KURNOOL,5157,C.BELAGAL
28,28,ANDHRA PRADESH,511,KURNOOL,5158,CHAGALAMARRI
28,28,ANDHRA PRADESH,511,KURNOOL,5159,CHIPPAGIRI
28,28,ANDHRA PRADESH,511,KURNOOL,5160,DEVANAKONDA
28,28,ANDHRA PRADESH,511,KURNOOL,5161,DHONE ALIAS DRONACHALAM
28,28,ANDHRA PRADESH,511,KURNOOL,5162,DORNIPADU
28,28,ANDHRA PRADESH,511,KURNOOL,5163,GADIVEMULA
28,28,ANDHRA PRADESH,511,KURNOOL,5164,GONEGANDLA
28,28,ANDHRA PRADESH,511,KURNOOL,5165,GOSPADU
28,28,ANDHRA PRADESH,511,KURNOOL,5166,GUDUR
28,28,ANDHRA PRADESH,511,KURNOOL,5167,HALAHARVI
28,28,ANDHRA PRADESH,511,KURNOOL,5168,HOLAGUNDA
28,28,ANDHRA PRADESH,511,KURNOOL,5169,JUPADU BUNGALOW
28,28,ANDHRA PRADESH,511,KURNOOL,5170,KALLUR
28,28,ANDHRA PRADESH,511,KURNOOL,5171,KODUMUR
28,28,ANDHRA PRADESH,511,KURNOOL,5172,KOILAKUNTLA
28,28,ANDHRA PRADESH,511,KURNOOL,5173,KOLIMIGUNDLA
28,28,ANDHRA PRADESH,511,KURNOOL,5174,KOSIGI
28,28,ANDHRA PRADESH,511,KURNOOL,5175,KOTHAPALLE
28,28,ANDHRA PRADESH,511,KURNOOL,5176,KOWTHALAM
28,28,ANDHRA PRADESH,511,KURNOOL,5177,KRISHNAGIRI
28,28,ANDHRA PRADESH,511,KURNOOL,5178,KURNOOL
28,28,ANDHRA PRADESH,511,KURNOOL,5179,MADDIKERA (EAST)
28,28,ANDHRA PRADESH,511,KURNOOL,5180,MAHANANDI
28,28,ANDHRA PRADESH,511,KURNOOL,5181,MANTRALAYAM
28,28,ANDHRA PRADESH,511,KURNOOL,5182,MIDTHUR
28,28,ANDHRA PRADESH,511,KURNOOL,5183,NANDAVARAM
28,28,ANDHRA PRADESH,511,KURNOOL,5184,NANDIKOTKUR
28,28,ANDHRA PRADESH,511,KURNOOL,5185,NANDYAL
28,28,ANDHRA PRADESH,511,KURNOOL,5186,ORVAKAL
28,28,ANDHRA PRADESH,511,KURNOOL,5187,OWK
28,28,ANDHRA PRADESH,511,KURNOOL,5188,PAGIDYALA
28,28,ANDHRA PRADESH,511,KURNOOL,5189,PAMULAPADU
28,28,ANDHRA PRADESH,511,KURNOOL,5190,PANYAM
28,28,ANDHRA PRADESH,511,KURNOOL,5191,PATTIKONDA
28,28,ANDHRA PRADESH,511,KURNOOL,5192,PEAPULLY
28,28,ANDHRA PRADESH,511,KURNOOL,5193,PEDDAKADABUR
28,28,ANDHRA PRADESH,511,KURNOOL,5194,RUDRAVARAM
28,28,ANDHRA PRADESH,511,KURNOOL,5195,SANJAMALA
28,28,ANDHRA PRADESH,511,KURNOOL,5196,SIRIVEL
28,28,ANDHRA PRADESH,511,KURNOOL,5197,SRISAILAM
28,28,ANDHRA PRADESH,511,KURNOOL,5198,TUGGALI
